dataset,article,strategy,value,metric
basil,basil_17_fox,simple_fewshot_mft,1.0,moral_count
basil,basil_17_hpo,simple_fewshot_mft,3.0,moral_count
basil,basil_17_nyt,simple_fewshot_mft,4.0,moral_count
basil,basil_18_fox,simple_fewshot_mft,6.0,moral_count
basil,basil_18_hpo,simple_fewshot_mft,5.0,moral_count
basil,basil_18_nyt,simple_fewshot_mft,7.0,moral_count
basil,basil_19_fox,simple_fewshot_mft,1.0,moral_count
basil,basil_19_hpo,simple_fewshot_mft,0.0,moral_count
basil,basil_19_nyt,simple_fewshot_mft,1.0,moral_count
basil,basil_20_fox,simple_fewshot_mft,6.0,moral_count
basil,basil_20_hpo,simple_fewshot_mft,4.0,moral_count
basil,basil_20_nyt,simple_fewshot_mft,6.0,moral_count
basil,basil_22_fox,simple_fewshot_mft,5.0,moral_count
basil,basil_22_hpo,simple_fewshot_mft,5.0,moral_count
basil,basil_22_nyt,simple_fewshot_mft,11.0,moral_count
basil,basil_25_fox,simple_fewshot_mft,3.0,moral_count
basil,basil_25_hpo,simple_fewshot_mft,10.0,moral_count
basil,basil_25_nyt,simple_fewshot_mft,10.0,moral_count
basil,basil_27_fox,simple_fewshot_mft,2.0,moral_count
basil,basil_27_hpo,simple_fewshot_mft,2.0,moral_count
basil,basil_27_nyt,simple_fewshot_mft,1.0,moral_count
basil,basil_28_fox,simple_fewshot_mft,2.0,moral_count
basil,basil_28_hpo,simple_fewshot_mft,2.0,moral_count
basil,basil_28_nyt,simple_fewshot_mft,0.0,moral_count
basil,basil_30_fox,simple_fewshot_mft,7.0,moral_count
basil,basil_30_hpo,simple_fewshot_mft,16.0,moral_count
basil,basil_30_nyt,simple_fewshot_mft,7.0,moral_count
basil,basil_34_fox,simple_fewshot_mft,5.0,moral_count
basil,basil_34_hpo,simple_fewshot_mft,7.0,moral_count
basil,basil_34_nyt,simple_fewshot_mft,11.0,moral_count
basil,basil_35_fox,simple_fewshot_mft,6.0,moral_count
basil,basil_35_hpo,simple_fewshot_mft,5.0,moral_count
basil,basil_35_nyt,simple_fewshot_mft,4.0,moral_count
basil,basil_38_fox,simple_fewshot_mft,6.0,moral_count
basil,basil_38_hpo,simple_fewshot_mft,4.0,moral_count
basil,basil_38_nyt,simple_fewshot_mft,10.0,moral_count
basil,basil_39_fox,simple_fewshot_mft,1.0,moral_count
basil,basil_39_hpo,simple_fewshot_mft,5.0,moral_count
basil,basil_39_nyt,simple_fewshot_mft,3.0,moral_count
basil,basil_3_fox,simple_fewshot_mft,5.0,moral_count
basil,basil_3_hpo,simple_fewshot_mft,6.0,moral_count
basil,basil_3_nyt,simple_fewshot_mft,4.0,moral_count
basil,basil_42_fox,simple_fewshot_mft,2.0,moral_count
basil,basil_42_hpo,simple_fewshot_mft,7.0,moral_count
basil,basil_42_nyt,simple_fewshot_mft,5.0,moral_count
basil,basil_43_fox,simple_fewshot_mft,1.0,moral_count
basil,basil_43_hpo,simple_fewshot_mft,0.0,moral_count
basil,basil_43_nyt,simple_fewshot_mft,0.0,moral_count
basil,basil_44_fox,simple_fewshot_mft,6.0,moral_count
basil,basil_44_hpo,simple_fewshot_mft,5.0,moral_count
basil,basil_44_nyt,simple_fewshot_mft,9.0,moral_count
basil,basil_48_fox,simple_fewshot_mft,3.0,moral_count
basil,basil_48_hpo,simple_fewshot_mft,3.0,moral_count
basil,basil_48_nyt,simple_fewshot_mft,5.0,moral_count
basil,basil_49_fox,simple_fewshot_mft,4.0,moral_count
basil,basil_49_hpo,simple_fewshot_mft,6.0,moral_count
basil,basil_49_nyt,simple_fewshot_mft,4.0,moral_count
basil,basil_4_fox,simple_fewshot_mft,2.0,moral_count
basil,basil_4_hpo,simple_fewshot_mft,3.0,moral_count
basil,basil_4_nyt,simple_fewshot_mft,8.0,moral_count
basil,basil_50_fox,simple_fewshot_mft,2.0,moral_count
basil,basil_50_hpo,simple_fewshot_mft,2.0,moral_count
basil,basil_50_nyt,simple_fewshot_mft,7.0,moral_count
basil,basil_52_fox,simple_fewshot_mft,5.0,moral_count
basil,basil_52_hpo,simple_fewshot_mft,11.0,moral_count
basil,basil_52_nyt,simple_fewshot_mft,7.0,moral_count
basil,basil_54_fox,simple_fewshot_mft,5.0,moral_count
basil,basil_54_hpo,simple_fewshot_mft,8.0,moral_count
basil,basil_54_nyt,simple_fewshot_mft,6.0,moral_count
basil,basil_56_fox,simple_fewshot_mft,6.0,moral_count
basil,basil_56_hpo,simple_fewshot_mft,11.0,moral_count
basil,basil_56_nyt,simple_fewshot_mft,8.0,moral_count
basil,basil_58_fox,simple_fewshot_mft,0.0,moral_count
basil,basil_58_hpo,simple_fewshot_mft,2.0,moral_count
basil,basil_58_nyt,simple_fewshot_mft,3.0,moral_count
basil,basil_5_fox,simple_fewshot_mft,6.0,moral_count
basil,basil_5_hpo,simple_fewshot_mft,7.0,moral_count
basil,basil_5_nyt,simple_fewshot_mft,2.0,moral_count
basil,basil_60_fox,simple_fewshot_mft,4.0,moral_count
basil,basil_60_hpo,simple_fewshot_mft,4.0,moral_count
basil,basil_60_nyt,simple_fewshot_mft,4.0,moral_count
basil,basil_61_fox,simple_fewshot_mft,3.0,moral_count
basil,basil_61_hpo,simple_fewshot_mft,2.0,moral_count
basil,basil_61_nyt,simple_fewshot_mft,2.0,moral_count
basil,basil_64_fox,simple_fewshot_mft,4.0,moral_count
basil,basil_64_hpo,simple_fewshot_mft,5.0,moral_count
basil,basil_64_nyt,simple_fewshot_mft,1.0,moral_count
basil,basil_65_fox,simple_fewshot_mft,7.0,moral_count
basil,basil_65_hpo,simple_fewshot_mft,12.0,moral_count
basil,basil_65_nyt,simple_fewshot_mft,3.0,moral_count
basil,basil_67_fox,simple_fewshot_mft,2.0,moral_count
basil,basil_67_hpo,simple_fewshot_mft,4.0,moral_count
basil,basil_67_nyt,simple_fewshot_mft,3.0,moral_count
basil,basil_70_fox,simple_fewshot_mft,13.0,moral_count
basil,basil_70_hpo,simple_fewshot_mft,0.0,moral_count
basil,basil_70_nyt,simple_fewshot_mft,6.0,moral_count
basil,basil_72_fox,simple_fewshot_mft,0.0,moral_count
basil,basil_72_hpo,simple_fewshot_mft,1.0,moral_count
basil,basil_72_nyt,simple_fewshot_mft,2.0,moral_count
basil,basil_74_fox,simple_fewshot_mft,5.0,moral_count
basil,basil_74_hpo,simple_fewshot_mft,1.0,moral_count
basil,basil_74_nyt,simple_fewshot_mft,8.0,moral_count
basil,basil_76_fox,simple_fewshot_mft,3.0,moral_count
basil,basil_76_hpo,simple_fewshot_mft,3.0,moral_count
basil,basil_76_nyt,simple_fewshot_mft,5.0,moral_count
basil,basil_79_fox,simple_fewshot_mft,5.0,moral_count
basil,basil_79_hpo,simple_fewshot_mft,4.0,moral_count
basil,basil_79_nyt,simple_fewshot_mft,5.0,moral_count
basil,basil_80_fox,simple_fewshot_mft,6.0,moral_count
basil,basil_80_hpo,simple_fewshot_mft,2.0,moral_count
basil,basil_80_nyt,simple_fewshot_mft,2.0,moral_count
basil,basil_84_fox,simple_fewshot_mft,4.0,moral_count
basil,basil_84_hpo,simple_fewshot_mft,3.0,moral_count
basil,basil_84_nyt,simple_fewshot_mft,12.0,moral_count
basil,basil_85_fox,simple_fewshot_mft,7.0,moral_count
basil,basil_85_hpo,simple_fewshot_mft,3.0,moral_count
basil,basil_85_nyt,simple_fewshot_mft,7.0,moral_count
basil,basil_88_fox,simple_fewshot_mft,5.0,moral_count
basil,basil_88_hpo,simple_fewshot_mft,7.0,moral_count
basil,basil_88_nyt,simple_fewshot_mft,2.0,moral_count
basil,basil_89_fox,simple_fewshot_mft,3.0,moral_count
basil,basil_89_hpo,simple_fewshot_mft,0.0,moral_count
basil,basil_89_nyt,simple_fewshot_mft,8.0,moral_count
basil,basil_8_fox,simple_fewshot_mft,4.0,moral_count
basil,basil_8_hpo,simple_fewshot_mft,4.0,moral_count
basil,basil_8_nyt,simple_fewshot_mft,6.0,moral_count
basil,basil_90_fox,simple_fewshot_mft,3.0,moral_count
basil,basil_90_hpo,simple_fewshot_mft,1.0,moral_count
basil,basil_90_nyt,simple_fewshot_mft,6.0,moral_count
basil,basil_92_fox,simple_fewshot_mft,4.0,moral_count
basil,basil_92_hpo,simple_fewshot_mft,9.0,moral_count
basil,basil_92_nyt,simple_fewshot_mft,10.0,moral_count
basil,basil_93_fox,simple_fewshot_mft,9.0,moral_count
basil,basil_93_hpo,simple_fewshot_mft,8.0,moral_count
basil,basil_93_nyt,simple_fewshot_mft,7.0,moral_count
basil,basil_97_fox,simple_fewshot_mft,11.0,moral_count
basil,basil_97_hpo,simple_fewshot_mft,13.0,moral_count
basil,basil_97_nyt,simple_fewshot_mft,5.0,moral_count
basil,basil_99_fox,simple_fewshot_mft,5.0,moral_count
basil,basil_99_hpo,simple_fewshot_mft,8.0,moral_count
basil,basil_99_nyt,simple_fewshot_mft,7.0,moral_count
mpqa,mpqa_0,simple_fewshot_mft,6.0,moral_count
mpqa,mpqa_1,simple_fewshot_mft,2.0,moral_count
mpqa,mpqa_10,simple_fewshot_mft,7.0,moral_count
mpqa,mpqa_11,simple_fewshot_mft,14.0,moral_count
mpqa,mpqa_12,simple_fewshot_mft,0.0,moral_count
mpqa,mpqa_13,simple_fewshot_mft,1.0,moral_count
mpqa,mpqa_14,simple_fewshot_mft,0.0,moral_count
mpqa,mpqa_15,simple_fewshot_mft,0.0,moral_count
mpqa,mpqa_16,simple_fewshot_mft,5.0,moral_count
mpqa,mpqa_17,simple_fewshot_mft,3.0,moral_count
mpqa,mpqa_18,simple_fewshot_mft,0.0,moral_count
mpqa,mpqa_19,simple_fewshot_mft,0.0,moral_count
mpqa,mpqa_2,simple_fewshot_mft,1.0,moral_count
mpqa,mpqa_20,simple_fewshot_mft,8.0,moral_count
mpqa,mpqa_21,simple_fewshot_mft,2.0,moral_count
mpqa,mpqa_22,simple_fewshot_mft,0.0,moral_count
mpqa,mpqa_23,simple_fewshot_mft,2.0,moral_count
mpqa,mpqa_24,simple_fewshot_mft,0.0,moral_count
mpqa,mpqa_25,simple_fewshot_mft,8.0,moral_count
mpqa,mpqa_26,simple_fewshot_mft,5.0,moral_count
mpqa,mpqa_27,simple_fewshot_mft,2.0,moral_count
mpqa,mpqa_28,simple_fewshot_mft,0.0,moral_count
mpqa,mpqa_29,simple_fewshot_mft,6.0,moral_count
mpqa,mpqa_3,simple_fewshot_mft,4.0,moral_count
mpqa,mpqa_30,simple_fewshot_mft,12.0,moral_count
mpqa,mpqa_31,simple_fewshot_mft,12.0,moral_count
mpqa,mpqa_32,simple_fewshot_mft,10.0,moral_count
mpqa,mpqa_33,simple_fewshot_mft,10.0,moral_count
mpqa,mpqa_34,simple_fewshot_mft,8.0,moral_count
mpqa,mpqa_35,simple_fewshot_mft,4.0,moral_count
mpqa,mpqa_36,simple_fewshot_mft,15.0,moral_count
mpqa,mpqa_37,simple_fewshot_mft,15.0,moral_count
mpqa,mpqa_38,simple_fewshot_mft,8.0,moral_count
mpqa,mpqa_39,simple_fewshot_mft,19.0,moral_count
mpqa,mpqa_4,simple_fewshot_mft,4.0,moral_count
mpqa,mpqa_40,simple_fewshot_mft,5.0,moral_count
mpqa,mpqa_41,simple_fewshot_mft,11.0,moral_count
mpqa,mpqa_42,simple_fewshot_mft,9.0,moral_count
mpqa,mpqa_43,simple_fewshot_mft,10.0,moral_count
mpqa,mpqa_44,simple_fewshot_mft,4.0,moral_count
mpqa,mpqa_45,simple_fewshot_mft,5.0,moral_count
mpqa,mpqa_46,simple_fewshot_mft,9.0,moral_count
mpqa,mpqa_47,simple_fewshot_mft,3.0,moral_count
mpqa,mpqa_48,simple_fewshot_mft,2.0,moral_count
mpqa,mpqa_49,simple_fewshot_mft,3.0,moral_count
mpqa,mpqa_5,simple_fewshot_mft,1.0,moral_count
mpqa,mpqa_50,simple_fewshot_mft,11.0,moral_count
mpqa,mpqa_51,simple_fewshot_mft,6.0,moral_count
mpqa,mpqa_52,simple_fewshot_mft,4.0,moral_count
mpqa,mpqa_53,simple_fewshot_mft,5.0,moral_count
mpqa,mpqa_54,simple_fewshot_mft,4.0,moral_count
mpqa,mpqa_55,simple_fewshot_mft,2.0,moral_count
mpqa,mpqa_56,simple_fewshot_mft,2.0,moral_count
mpqa,mpqa_57,simple_fewshot_mft,2.0,moral_count
mpqa,mpqa_58,simple_fewshot_mft,11.0,moral_count
mpqa,mpqa_59,simple_fewshot_mft,4.0,moral_count
mpqa,mpqa_6,simple_fewshot_mft,2.0,moral_count
mpqa,mpqa_60,simple_fewshot_mft,7.0,moral_count
mpqa,mpqa_61,simple_fewshot_mft,5.0,moral_count
mpqa,mpqa_62,simple_fewshot_mft,1.0,moral_count
mpqa,mpqa_63,simple_fewshot_mft,0.0,moral_count
mpqa,mpqa_64,simple_fewshot_mft,8.0,moral_count
mpqa,mpqa_65,simple_fewshot_mft,3.0,moral_count
mpqa,mpqa_66,simple_fewshot_mft,10.0,moral_count
mpqa,mpqa_67,simple_fewshot_mft,8.0,moral_count
mpqa,mpqa_68,simple_fewshot_mft,5.0,moral_count
mpqa,mpqa_69,simple_fewshot_mft,15.0,moral_count
mpqa,mpqa_7,simple_fewshot_mft,3.0,moral_count
mpqa,mpqa_8,simple_fewshot_mft,2.0,moral_count
mpqa,mpqa_9,simple_fewshot_mft,4.0,moral_count
allsides,allsides_abortion_c_1,cot_fewshot_mft,7.0,moral_count
allsides,allsides_abortion_c_2,cot_fewshot_mft,12.0,moral_count
allsides,allsides_abortion_c_3,cot_fewshot_mft,3.0,moral_count
allsides,allsides_abortion_c_4,cot_fewshot_mft,4.0,moral_count
allsides,allsides_abortion_c_5,cot_fewshot_mft,1.0,moral_count
allsides,allsides_abortion_l_1,cot_fewshot_mft,13.0,moral_count
allsides,allsides_abortion_l_2,cot_fewshot_mft,7.0,moral_count
allsides,allsides_abortion_l_3,cot_fewshot_mft,15.0,moral_count
allsides,allsides_abortion_l_4,cot_fewshot_mft,6.0,moral_count
allsides,allsides_abortion_l_5,cot_fewshot_mft,6.0,moral_count
allsides,allsides_abortion_r_1,cot_fewshot_mft,6.0,moral_count
allsides,allsides_abortion_r_2,cot_fewshot_mft,4.0,moral_count
allsides,allsides_abortion_r_3,cot_fewshot_mft,9.0,moral_count
allsides,allsides_abortion_r_4,cot_fewshot_mft,8.0,moral_count
allsides,allsides_abortion_r_5,cot_fewshot_mft,7.0,moral_count
allsides,allsides_coronavirus_c_1,cot_fewshot_mft,1.0,moral_count
allsides,allsides_coronavirus_c_2,cot_fewshot_mft,12.0,moral_count
allsides,allsides_coronavirus_c_3,cot_fewshot_mft,5.0,moral_count
allsides,allsides_coronavirus_c_4,cot_fewshot_mft,4.0,moral_count
allsides,allsides_coronavirus_c_5,cot_fewshot_mft,7.0,moral_count
allsides,allsides_coronavirus_l_1,cot_fewshot_mft,6.0,moral_count
allsides,allsides_coronavirus_l_2,cot_fewshot_mft,6.0,moral_count
allsides,allsides_coronavirus_l_3,cot_fewshot_mft,13.0,moral_count
allsides,allsides_coronavirus_l_4,cot_fewshot_mft,9.0,moral_count
allsides,allsides_coronavirus_l_5,cot_fewshot_mft,11.0,moral_count
allsides,allsides_coronavirus_r_1,cot_fewshot_mft,7.0,moral_count
allsides,allsides_coronavirus_r_2,cot_fewshot_mft,12.0,moral_count
allsides,allsides_coronavirus_r_3,cot_fewshot_mft,8.0,moral_count
allsides,allsides_coronavirus_r_4,cot_fewshot_mft,5.0,moral_count
allsides,allsides_coronavirus_r_5,cot_fewshot_mft,11.0,moral_count
allsides,allsides_elections_c_1,cot_fewshot_mft,2.0,moral_count
allsides,allsides_elections_c_2,cot_fewshot_mft,1.0,moral_count
allsides,allsides_elections_c_3,cot_fewshot_mft,13.0,moral_count
allsides,allsides_elections_c_4,cot_fewshot_mft,4.0,moral_count
allsides,allsides_elections_c_5,cot_fewshot_mft,3.0,moral_count
allsides,allsides_elections_l_1,cot_fewshot_mft,13.0,moral_count
allsides,allsides_elections_l_2,cot_fewshot_mft,9.0,moral_count
allsides,allsides_elections_l_3,cot_fewshot_mft,8.0,moral_count
allsides,allsides_elections_l_4,cot_fewshot_mft,7.0,moral_count
allsides,allsides_elections_l_5,cot_fewshot_mft,1.0,moral_count
allsides,allsides_elections_r_1,cot_fewshot_mft,4.0,moral_count
allsides,allsides_elections_r_2,cot_fewshot_mft,4.0,moral_count
allsides,allsides_elections_r_3,cot_fewshot_mft,5.0,moral_count
allsides,allsides_elections_r_4,cot_fewshot_mft,14.0,moral_count
allsides,allsides_elections_r_5,cot_fewshot_mft,17.0,moral_count
allsides,allsides_gun_control_and_gun_rights_c_1,cot_fewshot_mft,7.0,moral_count
allsides,allsides_gun_control_and_gun_rights_c_2,cot_fewshot_mft,16.0,moral_count
allsides,allsides_gun_control_and_gun_rights_c_3,cot_fewshot_mft,6.0,moral_count
allsides,allsides_gun_control_and_gun_rights_c_4,cot_fewshot_mft,3.0,moral_count
allsides,allsides_gun_control_and_gun_rights_c_5,cot_fewshot_mft,7.0,moral_count
allsides,allsides_gun_control_and_gun_rights_l_1,cot_fewshot_mft,12.0,moral_count
allsides,allsides_gun_control_and_gun_rights_l_2,cot_fewshot_mft,4.0,moral_count
allsides,allsides_gun_control_and_gun_rights_l_3,cot_fewshot_mft,5.0,moral_count
allsides,allsides_gun_control_and_gun_rights_l_4,cot_fewshot_mft,8.0,moral_count
allsides,allsides_gun_control_and_gun_rights_l_5,cot_fewshot_mft,8.0,moral_count
allsides,allsides_gun_control_and_gun_rights_r_1,cot_fewshot_mft,9.0,moral_count
allsides,allsides_gun_control_and_gun_rights_r_2,cot_fewshot_mft,8.0,moral_count
allsides,allsides_gun_control_and_gun_rights_r_3,cot_fewshot_mft,10.0,moral_count
allsides,allsides_gun_control_and_gun_rights_r_4,cot_fewshot_mft,1.0,moral_count
allsides,allsides_gun_control_and_gun_rights_r_5,cot_fewshot_mft,14.0,moral_count
allsides,allsides_immigration_c_1,cot_fewshot_mft,6.0,moral_count
allsides,allsides_immigration_c_2,cot_fewshot_mft,15.0,moral_count
allsides,allsides_immigration_c_3,cot_fewshot_mft,14.0,moral_count
allsides,allsides_immigration_c_4,cot_fewshot_mft,12.0,moral_count
allsides,allsides_immigration_c_5,cot_fewshot_mft,5.0,moral_count
allsides,allsides_immigration_l_1,cot_fewshot_mft,12.0,moral_count
allsides,allsides_immigration_l_2,cot_fewshot_mft,8.0,moral_count
allsides,allsides_immigration_l_3,cot_fewshot_mft,4.0,moral_count
allsides,allsides_immigration_l_4,cot_fewshot_mft,11.0,moral_count
allsides,allsides_immigration_l_5,cot_fewshot_mft,12.0,moral_count
allsides,allsides_immigration_r_1,cot_fewshot_mft,5.0,moral_count
allsides,allsides_immigration_r_2,cot_fewshot_mft,9.0,moral_count
allsides,allsides_immigration_r_3,cot_fewshot_mft,10.0,moral_count
allsides,allsides_immigration_r_4,cot_fewshot_mft,12.0,moral_count
allsides,allsides_immigration_r_5,cot_fewshot_mft,5.0,moral_count
allsides,allsides_lgbt_rights_c_1,cot_fewshot_mft,12.0,moral_count
allsides,allsides_lgbt_rights_c_2,cot_fewshot_mft,3.0,moral_count
allsides,allsides_lgbt_rights_c_3,cot_fewshot_mft,4.0,moral_count
allsides,allsides_lgbt_rights_c_4,cot_fewshot_mft,7.0,moral_count
allsides,allsides_lgbt_rights_c_5,cot_fewshot_mft,6.0,moral_count
allsides,allsides_lgbt_rights_l_1,cot_fewshot_mft,7.0,moral_count
allsides,allsides_lgbt_rights_l_2,cot_fewshot_mft,15.0,moral_count
allsides,allsides_lgbt_rights_l_3,cot_fewshot_mft,7.0,moral_count
allsides,allsides_lgbt_rights_l_4,cot_fewshot_mft,7.0,moral_count
allsides,allsides_lgbt_rights_l_5,cot_fewshot_mft,14.0,moral_count
allsides,allsides_lgbt_rights_r_1,cot_fewshot_mft,8.0,moral_count
allsides,allsides_lgbt_rights_r_2,cot_fewshot_mft,4.0,moral_count
allsides,allsides_lgbt_rights_r_3,cot_fewshot_mft,9.0,moral_count
allsides,allsides_lgbt_rights_r_4,cot_fewshot_mft,6.0,moral_count
allsides,allsides_lgbt_rights_r_5,cot_fewshot_mft,13.0,moral_count
allsides,allsides_politics_c_1,cot_fewshot_mft,3.0,moral_count
allsides,allsides_politics_c_2,cot_fewshot_mft,10.0,moral_count
allsides,allsides_politics_c_3,cot_fewshot_mft,7.0,moral_count
allsides,allsides_politics_c_4,cot_fewshot_mft,10.0,moral_count
allsides,allsides_politics_c_5,cot_fewshot_mft,6.0,moral_count
allsides,allsides_politics_l_1,cot_fewshot_mft,11.0,moral_count
allsides,allsides_politics_l_2,cot_fewshot_mft,5.0,moral_count
allsides,allsides_politics_l_3,cot_fewshot_mft,6.0,moral_count
allsides,allsides_politics_l_4,cot_fewshot_mft,7.0,moral_count
allsides,allsides_politics_l_5,cot_fewshot_mft,6.0,moral_count
allsides,allsides_politics_r_1,cot_fewshot_mft,4.0,moral_count
allsides,allsides_politics_r_2,cot_fewshot_mft,6.0,moral_count
allsides,allsides_politics_r_3,cot_fewshot_mft,7.0,moral_count
allsides,allsides_politics_r_4,cot_fewshot_mft,8.0,moral_count
allsides,allsides_politics_r_5,cot_fewshot_mft,5.0,moral_count
allsides,allsides_race_and_racism_c_1,cot_fewshot_mft,7.0,moral_count
allsides,allsides_race_and_racism_c_2,cot_fewshot_mft,7.0,moral_count
allsides,allsides_race_and_racism_c_3,cot_fewshot_mft,3.0,moral_count
allsides,allsides_race_and_racism_c_4,cot_fewshot_mft,10.0,moral_count
allsides,allsides_race_and_racism_c_5,cot_fewshot_mft,12.0,moral_count
allsides,allsides_race_and_racism_l_1,cot_fewshot_mft,12.0,moral_count
allsides,allsides_race_and_racism_l_2,cot_fewshot_mft,14.0,moral_count
allsides,allsides_race_and_racism_l_3,cot_fewshot_mft,12.0,moral_count
allsides,allsides_race_and_racism_l_4,cot_fewshot_mft,9.0,moral_count
allsides,allsides_race_and_racism_l_5,cot_fewshot_mft,9.0,moral_count
allsides,allsides_race_and_racism_r_1,cot_fewshot_mft,9.0,moral_count
allsides,allsides_race_and_racism_r_2,cot_fewshot_mft,13.0,moral_count
allsides,allsides_race_and_racism_r_3,cot_fewshot_mft,12.0,moral_count
allsides,allsides_race_and_racism_r_4,cot_fewshot_mft,8.0,moral_count
allsides,allsides_race_and_racism_r_5,cot_fewshot_mft,5.0,moral_count
allsides,allsides_us_house_c_1,cot_fewshot_mft,4.0,moral_count
allsides,allsides_us_house_c_2,cot_fewshot_mft,1.0,moral_count
allsides,allsides_us_house_c_3,cot_fewshot_mft,3.0,moral_count
allsides,allsides_us_house_c_4,cot_fewshot_mft,8.0,moral_count
allsides,allsides_us_house_c_5,cot_fewshot_mft,12.0,moral_count
allsides,allsides_us_house_l_1,cot_fewshot_mft,5.0,moral_count
allsides,allsides_us_house_l_2,cot_fewshot_mft,11.0,moral_count
allsides,allsides_us_house_l_3,cot_fewshot_mft,4.0,moral_count
allsides,allsides_us_house_l_4,cot_fewshot_mft,1.0,moral_count
allsides,allsides_us_house_l_5,cot_fewshot_mft,9.0,moral_count
allsides,allsides_us_house_r_1,cot_fewshot_mft,2.0,moral_count
allsides,allsides_us_house_r_2,cot_fewshot_mft,6.0,moral_count
allsides,allsides_us_house_r_3,cot_fewshot_mft,4.0,moral_count
allsides,allsides_us_house_r_4,cot_fewshot_mft,11.0,moral_count
allsides,allsides_us_house_r_5,cot_fewshot_mft,8.0,moral_count
allsides,allsides_us_senate_c_1,cot_fewshot_mft,4.0,moral_count
allsides,allsides_us_senate_c_2,cot_fewshot_mft,2.0,moral_count
allsides,allsides_us_senate_c_3,cot_fewshot_mft,10.0,moral_count
allsides,allsides_us_senate_c_4,cot_fewshot_mft,11.0,moral_count
allsides,allsides_us_senate_c_5,cot_fewshot_mft,8.0,moral_count
allsides,allsides_us_senate_l_1,cot_fewshot_mft,3.0,moral_count
allsides,allsides_us_senate_l_2,cot_fewshot_mft,9.0,moral_count
allsides,allsides_us_senate_l_3,cot_fewshot_mft,5.0,moral_count
allsides,allsides_us_senate_l_4,cot_fewshot_mft,12.0,moral_count
allsides,allsides_us_senate_l_5,cot_fewshot_mft,9.0,moral_count
allsides,allsides_us_senate_r_1,cot_fewshot_mft,10.0,moral_count
allsides,allsides_us_senate_r_2,cot_fewshot_mft,5.0,moral_count
allsides,allsides_us_senate_r_3,cot_fewshot_mft,7.0,moral_count
allsides,allsides_us_senate_r_4,cot_fewshot_mft,6.0,moral_count
allsides,allsides_us_senate_r_5,cot_fewshot_mft,7.0,moral_count
allsides,allsides_violence_in_america_c_1,cot_fewshot_mft,10.0,moral_count
allsides,allsides_violence_in_america_c_2,cot_fewshot_mft,8.0,moral_count
allsides,allsides_violence_in_america_c_3,cot_fewshot_mft,9.0,moral_count
allsides,allsides_violence_in_america_c_4,cot_fewshot_mft,10.0,moral_count
allsides,allsides_violence_in_america_c_5,cot_fewshot_mft,10.0,moral_count
allsides,allsides_violence_in_america_l_1,cot_fewshot_mft,8.0,moral_count
allsides,allsides_violence_in_america_l_2,cot_fewshot_mft,9.0,moral_count
allsides,allsides_violence_in_america_l_3,cot_fewshot_mft,11.0,moral_count
allsides,allsides_violence_in_america_l_4,cot_fewshot_mft,10.0,moral_count
allsides,allsides_violence_in_america_l_5,cot_fewshot_mft,10.0,moral_count
allsides,allsides_violence_in_america_r_1,cot_fewshot_mft,15.0,moral_count
allsides,allsides_violence_in_america_r_2,cot_fewshot_mft,9.0,moral_count
allsides,allsides_violence_in_america_r_3,cot_fewshot_mft,8.0,moral_count
allsides,allsides_violence_in_america_r_4,cot_fewshot_mft,13.0,moral_count
allsides,allsides_violence_in_america_r_5,cot_fewshot_mft,16.0,moral_count
allsides,allsides_white_house_c_1,cot_fewshot_mft,8.0,moral_count
allsides,allsides_white_house_c_2,cot_fewshot_mft,8.0,moral_count
allsides,allsides_white_house_c_3,cot_fewshot_mft,9.0,moral_count
allsides,allsides_white_house_c_4,cot_fewshot_mft,7.0,moral_count
allsides,allsides_white_house_c_5,cot_fewshot_mft,8.0,moral_count
allsides,allsides_white_house_l_1,cot_fewshot_mft,12.0,moral_count
allsides,allsides_white_house_l_2,cot_fewshot_mft,6.0,moral_count
allsides,allsides_white_house_l_3,cot_fewshot_mft,11.0,moral_count
allsides,allsides_white_house_l_4,cot_fewshot_mft,6.0,moral_count
allsides,allsides_white_house_l_5,cot_fewshot_mft,6.0,moral_count
allsides,allsides_white_house_r_1,cot_fewshot_mft,5.0,moral_count
allsides,allsides_white_house_r_2,cot_fewshot_mft,9.0,moral_count
allsides,allsides_white_house_r_3,cot_fewshot_mft,9.0,moral_count
allsides,allsides_white_house_r_4,cot_fewshot_mft,8.0,moral_count
allsides,allsides_white_house_r_5,cot_fewshot_mft,21.0,moral_count
basil,basil_0_fox,cot_fewshot_mft,4.0,moral_count
basil,basil_0_hpo,cot_fewshot_mft,3.0,moral_count
basil,basil_0_nyt,cot_fewshot_mft,5.0,moral_count
basil,basil_10_fox,cot_fewshot_mft,3.0,moral_count
basil,basil_10_hpo,cot_fewshot_mft,3.0,moral_count
basil,basil_10_nyt,cot_fewshot_mft,0.0,moral_count
basil,basil_15_fox,cot_fewshot_mft,4.0,moral_count
basil,basil_15_hpo,cot_fewshot_mft,1.0,moral_count
basil,basil_15_nyt,cot_fewshot_mft,4.0,moral_count
basil,basil_17_fox,cot_fewshot_mft,10.0,moral_count
basil,basil_17_hpo,cot_fewshot_mft,8.0,moral_count
basil,basil_17_nyt,cot_fewshot_mft,4.0,moral_count
basil,basil_18_fox,cot_fewshot_mft,6.0,moral_count
basil,basil_18_hpo,cot_fewshot_mft,12.0,moral_count
basil,basil_18_nyt,cot_fewshot_mft,9.0,moral_count
