dataset,article,strategy,summac
allsides,allsides_gun_control_and_gun_rights_r_4,oracle,0.2398
allsides,allsides_gun_control_and_gun_rights_r_4,simple,0.2354
allsides,allsides_gun_control_and_gun_rights_r_4,simple_fewshot,0.3573
allsides,allsides_gun_control_and_gun_rights_r_4,simple_fewshot_mft,0.2348
allsides,allsides_gun_control_and_gun_rights_r_4,vanilla,0.2356
allsides,allsides_gun_control_and_gun_rights_r_5,cot,0.2558
allsides,allsides_gun_control_and_gun_rights_r_5,cot_fewshot,0.2456
allsides,allsides_gun_control_and_gun_rights_r_5,cot_fewshot_mft,0.2706
allsides,allsides_gun_control_and_gun_rights_r_5,oracle,0.365
allsides,allsides_gun_control_and_gun_rights_r_5,simple,0.2686
allsides,allsides_gun_control_and_gun_rights_r_5,simple_fewshot,0.2517
allsides,allsides_gun_control_and_gun_rights_r_5,simple_fewshot_mft,0.2457
allsides,allsides_gun_control_and_gun_rights_r_5,vanilla,0.3457
allsides,allsides_immigration_c_1,cot,0.2494
allsides,allsides_immigration_c_1,cot_fewshot,0.2643
allsides,allsides_immigration_c_1,cot_fewshot_mft,0.2553
allsides,allsides_immigration_c_1,oracle,0.3106
allsides,allsides_immigration_c_1,simple,0.2711
allsides,allsides_immigration_c_1,simple_fewshot,0.2558
allsides,allsides_immigration_c_1,simple_fewshot_mft,0.2488
allsides,allsides_immigration_c_1,vanilla,0.384
allsides,allsides_immigration_c_2,cot,0.2463
allsides,allsides_immigration_c_2,cot_fewshot,0.2535
allsides,allsides_immigration_c_2,cot_fewshot_mft,0.2742
allsides,allsides_immigration_c_2,oracle,0.2461
allsides,allsides_immigration_c_2,simple,0.238
allsides,allsides_immigration_c_2,simple_fewshot,0.2404
allsides,allsides_immigration_c_2,simple_fewshot_mft,0.2432
allsides,allsides_immigration_c_2,vanilla,0.2369
allsides,allsides_immigration_c_3,cot,0.2591
allsides,allsides_immigration_c_3,cot_fewshot,0.2933
allsides,allsides_immigration_c_3,cot_fewshot_mft,0.2628
allsides,allsides_immigration_c_3,oracle,0.2658
allsides,allsides_immigration_c_3,simple,0.2522
allsides,allsides_immigration_c_3,simple_fewshot,0.3214
allsides,allsides_immigration_c_3,simple_fewshot_mft,0.2524
allsides,allsides_immigration_c_3,vanilla,0.2546
allsides,allsides_immigration_c_4,cot,0.2557
allsides,allsides_immigration_c_4,cot_fewshot,0.2951
allsides,allsides_immigration_c_4,cot_fewshot_mft,0.2803
allsides,allsides_immigration_c_4,oracle,0.2691
allsides,allsides_immigration_c_4,simple,0.2631
allsides,allsides_immigration_c_4,simple_fewshot,0.2522
allsides,allsides_immigration_c_4,simple_fewshot_mft,0.2525
allsides,allsides_immigration_c_4,vanilla,0.3125
allsides,allsides_immigration_c_5,cot,0.2666
allsides,allsides_immigration_c_5,cot_fewshot,0.2456
allsides,allsides_immigration_c_5,cot_fewshot_mft,0.3275
allsides,allsides_immigration_c_5,oracle,0.2555
allsides,allsides_immigration_c_5,simple,0.2513
allsides,allsides_immigration_c_5,simple_fewshot,0.3196
allsides,allsides_immigration_c_5,simple_fewshot_mft,0.2657
allsides,allsides_immigration_c_5,vanilla,0.3057
allsides,allsides_immigration_l_1,cot,0.2559
allsides,allsides_immigration_l_1,cot_fewshot,0.324
allsides,allsides_immigration_l_1,cot_fewshot_mft,-1.0
allsides,allsides_immigration_l_1,oracle,0.3926
allsides,allsides_immigration_l_1,simple,0.2755
allsides,allsides_immigration_l_1,simple_fewshot,0.2445
allsides,allsides_immigration_l_1,simple_fewshot_mft,0.2597
allsides,allsides_immigration_l_1,vanilla,0.2712
allsides,allsides_immigration_l_2,cot,0.2852
allsides,allsides_immigration_l_2,cot_fewshot,0.2599
allsides,allsides_immigration_l_2,cot_fewshot_mft,0.2617
allsides,allsides_immigration_l_2,oracle,0.2803
allsides,allsides_immigration_l_2,simple,0.276
allsides,allsides_immigration_l_2,simple_fewshot,0.2676
allsides,allsides_immigration_l_2,simple_fewshot_mft,0.2752
allsides,allsides_immigration_l_2,vanilla,0.2568
allsides,allsides_immigration_l_3,cot,0.2477
allsides,allsides_immigration_l_3,cot_fewshot,0.2462
allsides,allsides_immigration_l_3,cot_fewshot_mft,0.2634
allsides,allsides_immigration_l_3,oracle,0.2449
allsides,allsides_immigration_l_3,simple,0.2505
allsides,allsides_immigration_l_3,simple_fewshot,0.2517
allsides,allsides_immigration_l_3,simple_fewshot_mft,0.2467
allsides,allsides_immigration_l_3,vanilla,0.3313
allsides,allsides_immigration_l_4,cot,0.2454
allsides,allsides_immigration_l_4,cot_fewshot,0.2406
allsides,allsides_immigration_l_4,cot_fewshot_mft,0.2449
allsides,allsides_immigration_l_4,oracle,0.2557
allsides,allsides_immigration_l_4,simple,0.2418
allsides,allsides_immigration_l_4,simple_fewshot,0.2354
allsides,allsides_immigration_l_4,simple_fewshot_mft,0.2477
allsides,allsides_immigration_l_4,vanilla,0.3456
allsides,allsides_immigration_l_5,cot,0.2772
allsides,allsides_immigration_l_5,cot_fewshot,0.2817
allsides,allsides_immigration_l_5,cot_fewshot_mft,0.2444
allsides,allsides_immigration_l_5,oracle,0.2494
allsides,allsides_immigration_l_5,simple,0.2388
allsides,allsides_immigration_l_5,simple_fewshot,0.2402
allsides,allsides_immigration_l_5,simple_fewshot_mft,0.2413
allsides,allsides_immigration_l_5,vanilla,0.2499
allsides,allsides_immigration_r_1,cot,0.2358
allsides,allsides_immigration_r_1,cot_fewshot,0.2354
allsides,allsides_immigration_r_1,cot_fewshot_mft,0.2363
allsides,allsides_immigration_r_1,oracle,0.2345
allsides,allsides_immigration_r_1,simple,0.3044
allsides,allsides_immigration_r_1,simple_fewshot,0.2293
allsides,allsides_immigration_r_1,simple_fewshot_mft,0.2321
allsides,allsides_immigration_r_1,vanilla,0.2384
allsides,allsides_immigration_r_2,cot,0.4339
allsides,allsides_immigration_r_2,cot_fewshot,0.4199
allsides,allsides_immigration_r_2,cot_fewshot_mft,0.515
allsides,allsides_immigration_r_2,oracle,0.2959
allsides,allsides_immigration_r_2,simple,0.3628
allsides,allsides_immigration_r_2,simple_fewshot,0.3972
allsides,allsides_immigration_r_2,simple_fewshot_mft,0.3394
allsides,allsides_immigration_r_2,vanilla,0.3161
allsides,allsides_immigration_r_3,cot,0.2412
allsides,allsides_immigration_r_3,cot_fewshot,0.2695
allsides,allsides_immigration_r_3,cot_fewshot_mft,0.2609
allsides,allsides_immigration_r_3,oracle,0.2479
allsides,allsides_immigration_r_3,simple,0.3029
allsides,allsides_immigration_r_3,simple_fewshot,0.244
allsides,allsides_immigration_r_3,simple_fewshot_mft,0.2521
allsides,allsides_immigration_r_3,vanilla,0.3083
allsides,allsides_immigration_r_4,cot,0.2984
allsides,allsides_immigration_r_4,cot_fewshot,0.3893
allsides,allsides_immigration_r_4,cot_fewshot_mft,0.2841
allsides,allsides_immigration_r_4,oracle,0.3619
allsides,allsides_immigration_r_4,simple,0.3221
allsides,allsides_immigration_r_4,simple_fewshot,0.3066
allsides,allsides_immigration_r_4,simple_fewshot_mft,0.2925
allsides,allsides_immigration_r_4,vanilla,0.3254
allsides,allsides_immigration_r_5,cot,0.252
allsides,allsides_immigration_r_5,cot_fewshot,0.2578
allsides,allsides_immigration_r_5,cot_fewshot_mft,0.2408
allsides,allsides_immigration_r_5,oracle,0.2435
allsides,allsides_immigration_r_5,simple,0.2313
allsides,allsides_immigration_r_5,simple_fewshot,0.2339
allsides,allsides_immigration_r_5,simple_fewshot_mft,0.2298
allsides,allsides_immigration_r_5,vanilla,0.2315
allsides,allsides_lgbt_rights_c_1,cot,0.24
allsides,allsides_lgbt_rights_c_1,cot_fewshot,0.2616
allsides,allsides_lgbt_rights_c_1,cot_fewshot_mft,0.2469
allsides,allsides_lgbt_rights_c_1,oracle,0.2539
allsides,allsides_lgbt_rights_c_1,simple,0.2403
allsides,allsides_lgbt_rights_c_1,simple_fewshot,0.245
allsides,allsides_lgbt_rights_c_1,simple_fewshot_mft,0.2377
allsides,allsides_lgbt_rights_c_1,vanilla,0.2455
allsides,allsides_lgbt_rights_c_2,cot,0.2334
allsides,allsides_lgbt_rights_c_2,cot_fewshot,0.2397
allsides,allsides_lgbt_rights_c_2,cot_fewshot_mft,0.3274
allsides,allsides_lgbt_rights_c_2,oracle,0.3683
allsides,allsides_lgbt_rights_c_2,simple,0.2422
allsides,allsides_lgbt_rights_c_2,simple_fewshot,0.2992
allsides,allsides_lgbt_rights_c_2,simple_fewshot_mft,0.24
allsides,allsides_lgbt_rights_c_2,vanilla,0.2495
allsides,allsides_lgbt_rights_c_3,cot,0.2471
allsides,allsides_lgbt_rights_c_3,cot_fewshot,0.4389
allsides,allsides_lgbt_rights_c_3,cot_fewshot_mft,0.2403
allsides,allsides_lgbt_rights_c_3,oracle,0.2472
allsides,allsides_lgbt_rights_c_3,simple,0.4205
allsides,allsides_lgbt_rights_c_3,simple_fewshot,0.2384
allsides,allsides_lgbt_rights_c_3,simple_fewshot_mft,0.2641
allsides,allsides_lgbt_rights_c_3,vanilla,0.2439
allsides,allsides_lgbt_rights_c_4,cot,0.2408
allsides,allsides_lgbt_rights_c_4,cot_fewshot,0.2344
allsides,allsides_lgbt_rights_c_4,cot_fewshot_mft,0.2433
allsides,allsides_lgbt_rights_c_4,oracle,0.2382
allsides,allsides_lgbt_rights_c_4,simple,0.2345
allsides,allsides_lgbt_rights_c_4,simple_fewshot,0.2387
allsides,allsides_lgbt_rights_c_4,simple_fewshot_mft,0.246
allsides,allsides_lgbt_rights_c_4,vanilla,0.2377
allsides,allsides_lgbt_rights_c_5,cot,0.2738
allsides,allsides_lgbt_rights_c_5,cot_fewshot,0.2747
allsides,allsides_lgbt_rights_c_5,cot_fewshot_mft,0.2794
allsides,allsides_lgbt_rights_c_5,oracle,0.3
allsides,allsides_lgbt_rights_c_5,simple,0.3022
allsides,allsides_lgbt_rights_c_5,simple_fewshot,0.2854
allsides,allsides_lgbt_rights_c_5,simple_fewshot_mft,0.2695
allsides,allsides_lgbt_rights_c_5,vanilla,0.2829
allsides,allsides_lgbt_rights_l_1,cot,0.2503
allsides,allsides_lgbt_rights_l_1,cot_fewshot,0.2436
allsides,allsides_lgbt_rights_l_1,cot_fewshot_mft,0.3287
allsides,allsides_lgbt_rights_l_1,oracle,0.2508
allsides,allsides_lgbt_rights_l_1,simple,0.2441
allsides,allsides_lgbt_rights_l_1,simple_fewshot,0.2432
allsides,allsides_lgbt_rights_l_1,simple_fewshot_mft,0.2504
allsides,allsides_lgbt_rights_l_1,vanilla,0.2492
allsides,allsides_lgbt_rights_l_2,cot,0.2511
allsides,allsides_lgbt_rights_l_2,cot_fewshot,0.245
allsides,allsides_lgbt_rights_l_2,cot_fewshot_mft,0.2414
allsides,allsides_lgbt_rights_l_2,oracle,0.3244
allsides,allsides_lgbt_rights_l_2,simple,0.2324
allsides,allsides_lgbt_rights_l_2,simple_fewshot,0.2387
allsides,allsides_lgbt_rights_l_2,simple_fewshot_mft,0.227
allsides,allsides_lgbt_rights_l_2,vanilla,0.2327
allsides,allsides_lgbt_rights_l_3,cot,0.3712
allsides,allsides_lgbt_rights_l_3,cot_fewshot,0.3326
allsides,allsides_lgbt_rights_l_3,cot_fewshot_mft,0.2664
allsides,allsides_lgbt_rights_l_3,oracle,0.2454
allsides,allsides_lgbt_rights_l_3,simple,0.2417
allsides,allsides_lgbt_rights_l_3,simple_fewshot,0.239
allsides,allsides_lgbt_rights_l_3,simple_fewshot_mft,0.2579
allsides,allsides_lgbt_rights_l_3,vanilla,0.2439
allsides,allsides_lgbt_rights_l_4,cot,0.2722
allsides,allsides_lgbt_rights_l_4,cot_fewshot,0.2492
allsides,allsides_lgbt_rights_l_4,cot_fewshot_mft,0.2499
allsides,allsides_lgbt_rights_l_4,oracle,0.263
allsides,allsides_lgbt_rights_l_4,simple,0.2508
allsides,allsides_lgbt_rights_l_4,simple_fewshot,0.2654
allsides,allsides_lgbt_rights_l_4,simple_fewshot_mft,0.2579
allsides,allsides_lgbt_rights_l_4,vanilla,0.2945
allsides,allsides_lgbt_rights_l_5,cot,0.2336
allsides,allsides_lgbt_rights_l_5,cot_fewshot,0.2287
allsides,allsides_lgbt_rights_l_5,cot_fewshot_mft,0.2375
allsides,allsides_lgbt_rights_l_5,oracle,0.2469
allsides,allsides_lgbt_rights_l_5,simple,0.2494
allsides,allsides_lgbt_rights_l_5,simple_fewshot,0.2275
allsides,allsides_lgbt_rights_l_5,simple_fewshot_mft,0.2277
allsides,allsides_lgbt_rights_l_5,vanilla,0.3475
allsides,allsides_lgbt_rights_r_1,cot,0.2482
allsides,allsides_lgbt_rights_r_1,cot_fewshot,0.2418
allsides,allsides_lgbt_rights_r_1,cot_fewshot_mft,0.2482
allsides,allsides_lgbt_rights_r_1,oracle,0.2558
allsides,allsides_lgbt_rights_r_1,simple,0.2884
allsides,allsides_lgbt_rights_r_1,simple_fewshot,0.2275
allsides,allsides_lgbt_rights_r_1,simple_fewshot_mft,0.2352
allsides,allsides_lgbt_rights_r_1,vanilla,0.2505
allsides,allsides_lgbt_rights_r_2,cot,0.2432
allsides,allsides_lgbt_rights_r_2,cot_fewshot,0.3422
allsides,allsides_lgbt_rights_r_2,cot_fewshot_mft,0.3112
allsides,allsides_lgbt_rights_r_2,oracle,0.257
allsides,allsides_lgbt_rights_r_2,simple,0.238
allsides,allsides_lgbt_rights_r_2,simple_fewshot,0.2428
allsides,allsides_lgbt_rights_r_2,simple_fewshot_mft,0.2507
allsides,allsides_lgbt_rights_r_2,vanilla,0.3514
allsides,allsides_lgbt_rights_r_3,cot,0.5784
allsides,allsides_lgbt_rights_r_3,cot_fewshot,0.3663
allsides,allsides_lgbt_rights_r_3,cot_fewshot_mft,0.4084
allsides,allsides_lgbt_rights_r_3,oracle,0.2405
allsides,allsides_lgbt_rights_r_3,simple,0.3871
allsides,allsides_lgbt_rights_r_3,simple_fewshot,0.2394
allsides,allsides_lgbt_rights_r_3,simple_fewshot_mft,0.3664
allsides,allsides_lgbt_rights_r_3,vanilla,0.2694
allsides,allsides_lgbt_rights_r_4,cot,0.4381
allsides,allsides_lgbt_rights_r_4,cot_fewshot,0.2316
allsides,allsides_lgbt_rights_r_4,cot_fewshot_mft,0.2386
allsides,allsides_lgbt_rights_r_4,oracle,0.2333
allsides,allsides_lgbt_rights_r_4,simple,0.2372
allsides,allsides_lgbt_rights_r_4,simple_fewshot,0.2829
allsides,allsides_lgbt_rights_r_4,simple_fewshot_mft,0.2298
allsides,allsides_lgbt_rights_r_4,vanilla,0.2753
allsides,allsides_lgbt_rights_r_5,cot,0.2506
allsides,allsides_lgbt_rights_r_5,cot_fewshot,0.2614
allsides,allsides_lgbt_rights_r_5,cot_fewshot_mft,0.255
allsides,allsides_lgbt_rights_r_5,oracle,0.3691
allsides,allsides_lgbt_rights_r_5,simple,0.2404
allsides,allsides_lgbt_rights_r_5,simple_fewshot,0.2544
allsides,allsides_lgbt_rights_r_5,simple_fewshot_mft,0.2509
allsides,allsides_lgbt_rights_r_5,vanilla,0.2774
allsides,allsides_politics_c_1,cot,0.289
allsides,allsides_politics_c_1,cot_fewshot,0.2405
allsides,allsides_politics_c_1,cot_fewshot_mft,0.2496
allsides,allsides_politics_c_1,oracle,0.3937
allsides,allsides_politics_c_1,simple,0.2685
allsides,allsides_politics_c_1,simple_fewshot,0.2424
allsides,allsides_politics_c_1,simple_fewshot_mft,0.2501
allsides,allsides_politics_c_1,vanilla,0.3383
allsides,allsides_politics_c_2,cot,0.2914
allsides,allsides_politics_c_2,cot_fewshot,0.2754
allsides,allsides_politics_c_2,cot_fewshot_mft,0.2789
allsides,allsides_politics_c_2,oracle,0.3355
allsides,allsides_politics_c_2,simple,0.2729
allsides,allsides_politics_c_2,simple_fewshot,0.2714
allsides,allsides_politics_c_2,simple_fewshot_mft,0.2886
allsides,allsides_politics_c_2,vanilla,0.2704
allsides,allsides_politics_c_3,cot,0.2685
allsides,allsides_politics_c_3,cot_fewshot,-1.0
allsides,allsides_politics_c_3,cot_fewshot_mft,-1.0
allsides,allsides_politics_c_3,oracle,0.2662
allsides,allsides_politics_c_3,simple,0.307
allsides,allsides_politics_c_3,simple_fewshot,-1.0
allsides,allsides_politics_c_3,simple_fewshot_mft,-1.0
allsides,allsides_politics_c_3,vanilla,0.2622
allsides,allsides_politics_c_4,cot,0.2679
allsides,allsides_politics_c_4,cot_fewshot,-1.0
allsides,allsides_politics_c_4,cot_fewshot_mft,-1.0
allsides,allsides_politics_c_4,oracle,0.2717
allsides,allsides_politics_c_4,simple,0.2748
allsides,allsides_politics_c_4,simple_fewshot,0.2749
allsides,allsides_politics_c_4,simple_fewshot_mft,-1.0
allsides,allsides_politics_c_4,vanilla,0.2595
allsides,allsides_politics_c_5,cot,0.2853
allsides,allsides_politics_c_5,cot_fewshot,0.2818
allsides,allsides_politics_c_5,cot_fewshot_mft,0.2921
allsides,allsides_politics_c_5,oracle,0.2912
allsides,allsides_politics_c_5,simple,0.2864
allsides,allsides_politics_c_5,simple_fewshot,0.2717
allsides,allsides_politics_c_5,simple_fewshot_mft,0.2832
allsides,allsides_politics_c_5,vanilla,0.3017
allsides,allsides_politics_l_1,cot,0.2471
allsides,allsides_politics_l_1,cot_fewshot,0.263
allsides,allsides_politics_l_1,cot_fewshot_mft,0.2485
allsides,allsides_politics_l_1,oracle,0.2498
allsides,allsides_politics_l_1,simple,0.2475
allsides,allsides_politics_l_1,simple_fewshot,0.2477
allsides,allsides_politics_l_1,simple_fewshot_mft,0.2375
allsides,allsides_politics_l_1,vanilla,0.2404
allsides,allsides_politics_l_2,cot,0.3818
allsides,allsides_politics_l_2,cot_fewshot,0.2438
allsides,allsides_politics_l_2,cot_fewshot_mft,0.2433
allsides,allsides_politics_l_2,oracle,0.2829
allsides,allsides_politics_l_2,simple,0.2795
allsides,allsides_politics_l_2,simple_fewshot,0.3585
allsides,allsides_politics_l_2,simple_fewshot_mft,0.2402
allsides,allsides_politics_l_2,vanilla,0.2549
allsides,allsides_politics_l_3,cot,0.2483
allsides,allsides_politics_l_3,cot_fewshot,0.261
allsides,allsides_politics_l_3,cot_fewshot_mft,0.2467
allsides,allsides_politics_l_3,oracle,0.253
allsides,allsides_politics_l_3,simple,0.2544
allsides,allsides_politics_l_3,simple_fewshot,0.2596
allsides,allsides_politics_l_3,simple_fewshot_mft,0.2405
allsides,allsides_politics_l_3,vanilla,0.2388
allsides,allsides_politics_l_4,cot,0.3172
allsides,allsides_politics_l_4,cot_fewshot,0.2548
allsides,allsides_politics_l_4,cot_fewshot_mft,0.3093
allsides,allsides_politics_l_4,oracle,0.3484
allsides,allsides_politics_l_4,simple,0.2465
allsides,allsides_politics_l_4,simple_fewshot,0.252
allsides,allsides_politics_l_4,simple_fewshot_mft,0.2652
allsides,allsides_politics_l_4,vanilla,0.2566
allsides,allsides_politics_l_5,cot,-1.0
allsides,allsides_politics_l_5,cot_fewshot,-1.0
allsides,allsides_politics_l_5,cot_fewshot_mft,-1.0
allsides,allsides_politics_l_5,oracle,-1.0
allsides,allsides_politics_l_5,simple,-1.0
allsides,allsides_politics_l_5,simple_fewshot,0.2424
allsides,allsides_politics_l_5,simple_fewshot_mft,-1.0
allsides,allsides_politics_l_5,vanilla,-1.0
allsides,allsides_politics_r_1,cot,0.2504
allsides,allsides_politics_r_1,cot_fewshot,0.3034
allsides,allsides_politics_r_1,cot_fewshot_mft,0.343
allsides,allsides_politics_r_1,oracle,0.2622
allsides,allsides_politics_r_1,simple,0.3099
allsides,allsides_politics_r_1,simple_fewshot,0.4253
allsides,allsides_politics_r_1,simple_fewshot_mft,0.2645
allsides,allsides_politics_r_1,vanilla,0.5131
allsides,allsides_politics_r_2,cot,0.3282
allsides,allsides_politics_r_2,cot_fewshot,0.2532
allsides,allsides_politics_r_2,cot_fewshot_mft,0.2833
allsides,allsides_politics_r_2,oracle,0.2478
allsides,allsides_politics_r_2,simple,0.2507
allsides,allsides_politics_r_2,simple_fewshot,0.2488
allsides,allsides_politics_r_2,simple_fewshot_mft,0.2474
allsides,allsides_politics_r_2,vanilla,0.2855
allsides,allsides_politics_r_3,cot,0.247
allsides,allsides_politics_r_3,cot_fewshot,0.3651
allsides,allsides_politics_r_3,cot_fewshot_mft,0.3641
allsides,allsides_politics_r_3,oracle,0.2846
allsides,allsides_politics_r_3,simple,0.2489
allsides,allsides_politics_r_3,simple_fewshot,0.278
allsides,allsides_politics_r_3,simple_fewshot_mft,0.2345
allsides,allsides_politics_r_3,vanilla,0.2375
allsides,allsides_politics_r_4,cot,0.2589
allsides,allsides_politics_r_4,cot_fewshot,0.2738
allsides,allsides_politics_r_4,cot_fewshot_mft,0.3008
allsides,allsides_politics_r_4,oracle,0.3096
allsides,allsides_politics_r_4,simple,0.2689
allsides,allsides_politics_r_4,simple_fewshot,0.259
allsides,allsides_politics_r_4,simple_fewshot_mft,0.2701
allsides,allsides_politics_r_4,vanilla,0.2799
allsides,allsides_politics_r_5,cot,0.2454
allsides,allsides_politics_r_5,cot_fewshot,0.2453
allsides,allsides_politics_r_5,cot_fewshot_mft,0.2408
allsides,allsides_politics_r_5,oracle,0.3348
allsides,allsides_politics_r_5,simple,0.2284
allsides,allsides_politics_r_5,simple_fewshot,0.3059
allsides,allsides_politics_r_5,simple_fewshot_mft,0.243
allsides,allsides_politics_r_5,vanilla,0.3022
allsides,allsides_race_and_racism_c_1,cot,0.256
allsides,allsides_race_and_racism_c_1,cot_fewshot,0.255
allsides,allsides_race_and_racism_c_1,cot_fewshot_mft,0.2607
allsides,allsides_race_and_racism_c_1,oracle,0.2673
allsides,allsides_race_and_racism_c_1,simple,0.2597
allsides,allsides_race_and_racism_c_1,simple_fewshot,0.2522
allsides,allsides_race_and_racism_c_1,simple_fewshot_mft,0.2556
allsides,allsides_race_and_racism_c_1,vanilla,0.256
allsides,allsides_race_and_racism_c_2,cot,0.2431
allsides,allsides_race_and_racism_c_2,cot_fewshot,0.2374
allsides,allsides_race_and_racism_c_2,cot_fewshot_mft,0.2329
allsides,allsides_race_and_racism_c_2,oracle,0.2366
allsides,allsides_race_and_racism_c_2,simple,0.2484
allsides,allsides_race_and_racism_c_2,simple_fewshot,0.2486
allsides,allsides_race_and_racism_c_2,simple_fewshot_mft,0.2516
allsides,allsides_race_and_racism_c_2,vanilla,0.2894
allsides,allsides_race_and_racism_c_3,cot,0.2701
allsides,allsides_race_and_racism_c_3,cot_fewshot,-1.0
allsides,allsides_race_and_racism_c_3,cot_fewshot_mft,-1.0
allsides,allsides_race_and_racism_c_3,oracle,0.2607
allsides,allsides_race_and_racism_c_3,simple,0.2461
allsides,allsides_race_and_racism_c_3,simple_fewshot,-1.0
allsides,allsides_race_and_racism_c_3,simple_fewshot_mft,-1.0
allsides,allsides_race_and_racism_c_3,vanilla,0.2729
allsides,allsides_race_and_racism_c_4,cot,0.2595
allsides,allsides_race_and_racism_c_4,cot_fewshot,-1.0
allsides,allsides_race_and_racism_c_4,cot_fewshot_mft,-1.0
allsides,allsides_race_and_racism_c_4,oracle,0.2546
allsides,allsides_race_and_racism_c_4,simple,0.2395
allsides,allsides_race_and_racism_c_4,simple_fewshot,-1.0
allsides,allsides_race_and_racism_c_4,simple_fewshot_mft,0.2403
allsides,allsides_race_and_racism_c_4,vanilla,0.2769
allsides,allsides_race_and_racism_c_5,cot,0.2466
allsides,allsides_race_and_racism_c_5,cot_fewshot,-1.0
allsides,allsides_race_and_racism_c_5,cot_fewshot_mft,-1.0
allsides,allsides_race_and_racism_c_5,oracle,0.2238
allsides,allsides_race_and_racism_c_5,simple,0.2697
allsides,allsides_race_and_racism_c_5,simple_fewshot,0.2391
allsides,allsides_race_and_racism_c_5,simple_fewshot_mft,-1.0
allsides,allsides_race_and_racism_c_5,vanilla,0.2352
allsides,allsides_race_and_racism_l_1,cot,0.3174
allsides,allsides_race_and_racism_l_1,cot_fewshot,0.3462
allsides,allsides_race_and_racism_l_1,cot_fewshot_mft,0.3588
allsides,allsides_race_and_racism_l_1,oracle,0.3054
allsides,allsides_race_and_racism_l_1,simple,0.3358
allsides,allsides_race_and_racism_l_1,simple_fewshot,0.3236
allsides,allsides_race_and_racism_l_1,simple_fewshot_mft,0.3097
allsides,allsides_race_and_racism_l_1,vanilla,0.2729
allsides,allsides_race_and_racism_l_2,cot,0.2795
allsides,allsides_race_and_racism_l_2,cot_fewshot,0.315
allsides,allsides_race_and_racism_l_2,cot_fewshot_mft,0.2719
allsides,allsides_race_and_racism_l_2,oracle,0.2704
allsides,allsides_race_and_racism_l_2,simple,0.2677
allsides,allsides_race_and_racism_l_2,simple_fewshot,0.2611
allsides,allsides_race_and_racism_l_2,simple_fewshot_mft,0.2722
allsides,allsides_race_and_racism_l_2,vanilla,0.2781
allsides,allsides_race_and_racism_l_3,cot,0.2594
allsides,allsides_race_and_racism_l_3,cot_fewshot,0.2595
allsides,allsides_race_and_racism_l_3,cot_fewshot_mft,0.2635
allsides,allsides_race_and_racism_l_3,oracle,0.2423
allsides,allsides_race_and_racism_l_3,simple,0.2506
allsides,allsides_race_and_racism_l_3,simple_fewshot,0.2499
allsides,allsides_race_and_racism_l_3,simple_fewshot_mft,0.266
allsides,allsides_race_and_racism_l_3,vanilla,0.2461
allsides,allsides_race_and_racism_l_4,cot,0.2519
allsides,allsides_race_and_racism_l_4,cot_fewshot,0.2547
allsides,allsides_race_and_racism_l_4,cot_fewshot_mft,0.2431
allsides,allsides_race_and_racism_l_4,oracle,0.2573
allsides,allsides_race_and_racism_l_4,simple,0.2424
allsides,allsides_race_and_racism_l_4,simple_fewshot,0.2888
allsides,allsides_race_and_racism_l_4,simple_fewshot_mft,0.246
allsides,allsides_race_and_racism_l_4,vanilla,0.2944
allsides,allsides_race_and_racism_l_5,cot,0.2469
allsides,allsides_race_and_racism_l_5,cot_fewshot,-1.0
allsides,allsides_race_and_racism_l_5,cot_fewshot_mft,-1.0
allsides,allsides_race_and_racism_l_5,oracle,0.2752
allsides,allsides_race_and_racism_l_5,simple,0.237
allsides,allsides_race_and_racism_l_5,simple_fewshot,-1.0
allsides,allsides_race_and_racism_l_5,simple_fewshot_mft,-1.0
allsides,allsides_race_and_racism_l_5,vanilla,0.2469
allsides,allsides_race_and_racism_r_1,cot,0.3676
allsides,allsides_race_and_racism_r_1,cot_fewshot,0.3288
allsides,allsides_race_and_racism_r_1,cot_fewshot_mft,0.2858
allsides,allsides_race_and_racism_r_1,oracle,0.2889
allsides,allsides_race_and_racism_r_1,simple,0.2874
allsides,allsides_race_and_racism_r_1,simple_fewshot,0.4514
allsides,allsides_race_and_racism_r_1,simple_fewshot_mft,0.2411
allsides,allsides_race_and_racism_r_1,vanilla,0.4283
allsides,allsides_race_and_racism_r_2,cot,0.2713
allsides,allsides_race_and_racism_r_2,cot_fewshot,-1.0
allsides,allsides_race_and_racism_r_2,cot_fewshot_mft,-1.0
allsides,allsides_race_and_racism_r_2,oracle,0.2473
allsides,allsides_race_and_racism_r_2,simple,0.2476
allsides,allsides_race_and_racism_r_2,simple_fewshot,-1.0
allsides,allsides_race_and_racism_r_2,simple_fewshot_mft,-1.0
allsides,allsides_race_and_racism_r_2,vanilla,0.361
allsides,allsides_race_and_racism_r_3,cot,0.3055
allsides,allsides_race_and_racism_r_3,cot_fewshot,0.2836
allsides,allsides_race_and_racism_r_3,cot_fewshot_mft,0.3241
allsides,allsides_race_and_racism_r_3,oracle,0.4581
allsides,allsides_race_and_racism_r_3,simple,0.2634
allsides,allsides_race_and_racism_r_3,simple_fewshot,0.2818
allsides,allsides_race_and_racism_r_3,simple_fewshot_mft,0.31
allsides,allsides_race_and_racism_r_3,vanilla,0.2562
allsides,allsides_race_and_racism_r_4,cot,0.2632
allsides,allsides_race_and_racism_r_4,cot_fewshot,0.2482
